"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M.APC.90min.1"	"GO:0002237"	"response to molecule of bacterial origin"	"3/11"	"319/16992"	0.000967052953587962	0.0436281724068105	0.0258728969054473	"3576/929/7056"	3
"M.Neutr.72h.1"	"GO:0002237"	"response to molecule of bacterial origin"	"78/1988"	"319/16992"	1.20941763978052e-10	4.49661478470399e-08	3.5943043540144e-08	"19/6868/128/133/55122/8915/654/728/834/842/6347/6348/929/1604/941/942/79577/23097/1051/1053/129607/1269/1439/1511/58191/3576/1906/55914/2353/2643/3329/3383/3454/3553/3656/11213/3717/3725/3726/3965/11019/10859/4055/23643/4067/10892/9261/4282/9112/64127/4851/9572/54623/57162/639/5617/5724/5734/5743/26191/29108/84957/6279/59307/6556/6590/6770/7096/7097/7099/10333/7124/7128/8764/3604/57539/80149/7538"	78
"Musc.Skel.24h.1"	"GO:0002237"	"response to molecule of bacterial origin"	"42/833"	"319/16992"	5.18848710601852e-09	8.05674763431438e-07	6.32176192128046e-07	"133/654/728/6347/1236/4064/1604/941/1268/1524/10563/3576/4283/1906/2149/55970/57817/3383/3569/3656/3725/3726/23643/4790/64127/5724/5743/26191/6279/5054/6714/7056/148022/7096/10333/7124/7128/7133/7412/7494/80149/7538"	42
"O.Test.24h.2"	"GO:0002237"	"response to molecule of bacterial origin"	"7/49"	"319/16992"	3.36002353044152e-05	0.0217897525949132	0.019682664154639	"623/6374/2326/2353/3248/7056/7538"	7
"E.Corn.6h.1"	"GO:0002521"	"leukocyte differentiation"	"12/133"	"464/16992"	0.000288763544990825	0.0148064353572214	0.0117804356412488	"760/1051/23529/1435/11221/56975/2353/3714/4254/3955/9935/7099"	12
"E.Pan.3d.1"	"GO:0002521"	"leukocyte differentiation"	"31/681"	"464/16992"	0.00388555835062188	0.0261183425153473	0.0190123028046506	"1050/1316/142/1540/23529/2353/2621/2719/301/302/3566/3624/3726/3956/4254/4627/4920/538/5468/55619/56975/5734/6422/6722/677/7037/7048/7412/860/9644/9770"	31
"E.Pr.24h.1"	"GO:0002521"	"leukocyte differentiation"	"49/922"	"464/16992"	6.26845913408278e-06	0.000927178852508891	0.000765605922103919	"10537/7124/22890/399/2624/841/10202/29760/596/3635/6659/23240/942/2177/79840/5914/4602/939/1236/634/9759/2353/9474/5788/4254/3559/3718/7292/604/10461/10538/1051/51176/10221/5578/860/6097/302/2200/10125/10320/3575/7855/660/3952/50943/3204/10014/2175"	49
"E.Pr.24h.2"	"GO:0002521"	"leukocyte differentiation"	"41/842"	"464/16992"	0.000247749774203126	0.0126663153692609	0.0105116538541378	"3569/10537/51561/101/3725/4254/4318/3688/2033/3589/161882/602/55636/54361/4286/2778/8111/9655/2353/3443/9734/5734/760/84433/7163/56975/11221/3955/9414/23529/2200/1021/139818/1050/3981/3965/5663/3624/4179/2150/973"	41
"E.Pr.6h.1"	"GO:0002521"	"leukocyte differentiation"	"14/198"	"464/16992"	0.00111299525765802	0.0138780086389654	0.00983301464526677	"64919/602/1435/139818/8320/56975/2353/8325/2624/3569/3714/1316/677/678"	14
"F.F.36h.1"	"GO:0002521"	"leukocyte differentiation"	"58/931"	"464/16992"	3.38060477224281e-09	5.7003990814715e-07	4.58437002871112e-07	"100/101/57379/10538/29760/652/695/84433/6363/6348/1236/939/973/941/9308/942/1051/1380/2064/2177/2353/1880/9290/9734/3447/3449/3452/22806/8809/3569/3635/3725/3726/1316/3932/3956/10859/4067/4208/4436/146850/4860/5578/2185/26191/5777/5788/10125/399/6304/64218/6850/7098/7099/7124/10537/7409/7422"	58
"F.F.8h.1"	"GO:0002521"	"leukocyte differentiation"	"46/423"	"464/16992"	1.0605747057071e-15	2.39939430479382e-13	1.85912507235715e-13	"100/57379/596/29760/652/695/6348/1235/1236/939/973/941/9308/942/1380/84293/2353/1880/9290/3428/22806/8809/3635/3659/9452/3725/3726/1316/10859/4067/4208/4495/146850/2185/26191/5777/5788/10125/9770/399/64218/6850/7037/7124/10537/7409"	46
"L.Pbmc.24h.1"	"GO:0002521"	"leukocyte differentiation"	"19/264"	"464/16992"	0.000123789367544743	0.00331066752147857	0.00257669993385574	"84959/23529/760/8111/1436/64218/302/56975/3965/3956/920/8544/972/6363/6237/2621/714/55365/4318"	19
"L.Pbmc.24h.2"	"GO:0002521"	"leukocyte differentiation"	"24/302"	"464/16992"	3.07848964831872e-06	0.000164963066726336	0.000118649157423171	"84959/23529/760/8111/10537/1436/1051/3569/64218/302/56975/3965/3956/920/8544/972/944/9935/6363/8651/6237/714/4318/5468"	24
"L.Pbmc.2M.1"	"GO:0002521"	"leukocyte differentiation"	"10/69"	"464/16992"	1.68147986155981e-05	0.00213884238390408	0.0017215993810637	"3569/114548/3606/3586/3398/301/326/10859/1385/11025"	10
"L.Pbmc.8h.1"	"GO:0002521"	"leukocyte differentiation"	"13/196"	"464/16992"	0.00290154599110094	0.0287943897402588	0.0212634598445593	"84959/639/91543/23529/760/4055/3569/101/56975/942/3956/1316/100"	13
"L.Pbmc.8h.2"	"GO:0002521"	"leukocyte differentiation"	"15/220"	"464/16992"	0.00108583684915754	0.0125709299650789	0.00912087611196265	"84959/639/23529/760/7037/1051/3569/101/302/56975/4495/3956/1493/3665/100"	15
"L.T.10d.1"	"GO:0002521"	"leukocyte differentiation"	"23/295"	"464/16992"	6.77736919863954e-06	0.000547151685703548	0.000413346496849417	"301/940/959/973/941/942/1493/84293/2207/2625/9290/8111/3398/3458/3565/3569/3725/84456/4063/5468/3516/944/10100"	23
"L.T.2d.2"	"GO:0002521"	"leukocyte differentiation"	"26/456"	"464/16992"	0.000349293486436856	0.0488760268741014	0.0449351710966656	"222487/1236/941/1385/1435/64421/8320/84293/96459/139716/3087/149233/3665/1316/10892/4208/5295/5663/5914/91543/6659/6774/7037/9414/10100/7305"	26
"M.APC.12h.1"	"GO:0002521"	"leukocyte differentiation"	"61/1114"	"464/16992"	1.46201691172379e-07	0.000189660143873369	0.00016332267869125	"100/714/84433/1236/9398/135228/941/942/1435/1493/64421/9093/55619/139818/56975/84293/2177/9855/2353/27086/8111/3111/3146/3428/3569/3635/3665/1316/3965/11025/84695/56262/10892/4286/4318/4495/23598/4860/5771/26191/5788/5925/3516/54542/5971/6095/861/23411/6670/6777/6929/7037/7048/9414/7098/7124/944/7412/7422/677/678"	61
"M.APC.12h.2"	"GO:0002521"	"leukocyte differentiation"	"41/606"	"464/16992"	8.98080832856011e-08	4.6530565817862e-05	3.7194201510446e-05	"714/9398/941/942/1053/9093/55619/2207/8111/3111/3398/3428/3569/3665/3725/1316/3956/3965/56262/4318/4436/84807/8544/5452/5468/5590/26191/5914/3516/6237/6659/7037/7048/9414/7099/7124/944/7409/7422/84524/677"	41
"M.APC.18h.1"	"GO:0002521"	"leukocyte differentiation"	"33/674"	"464/16992"	0.000905345735851616	0.0229453197971573	0.019830638838786	"100/714/920/1385/1435/1493/9093/55619/56975/2177/355/3111/3428/1316/3956/3965/84695/10892/4208/10461/4318/4495/4860/5452/5788/6237/6659/7037/7048/7409/84524/677/678"	33
"M.APC.24h.1"	"GO:0002521"	"leukocyte differentiation"	"48/1115"	"464/16992"	0.00117378461491637	0.0243560307595146	0.0214164210440881	"6868/64343/596/604/29760/1230/135228/942/1051/1435/56998/81501/54567/8320/56975/2175/2177/2322/7855/8324/2621/3676/3815/3956/3965/10859/11006/56262/79705/10461/4286/4436/4495/4609/23228/133522/399/91543/133308/54997/9414/8792/8995/10100/7301/7409/7422/84524"	48
"M.APC.24h.10"	"GO:0002521"	"leukocyte differentiation"	"10/107"	"464/16992"	0.000691623352194578	0.018175564223264	0.0150223566820758	"5788/760/3955/56975/942/1050/28514/6363/10461/596"	10
"M.APC.24h.2"	"GO:0002521"	"leukocyte differentiation"	"25/390"	"464/16992"	7.48836074469376e-05	0.00282832118328937	0.00226917860166779	"596/942/1051/26253/81501/8324/2621/1880/3087/10320/3725/11006/56262/4286/5293/133522/399/6850/54997/7099/8995/10221/7412/84524/678"	25
"M.APC.24h.3"	"GO:0002521"	"leukocyte differentiation"	"64/955"	"464/16992"	2.2348530259104e-11	1.41601518121003e-08	1.15673684856767e-08	"6868/538/55509/596/29760/714/6348/1236/9398/920/941/9308/1051/1435/1540/55619/2177/9855/8324/2621/3111/3428/3586/3559/3569/3659/3676/3725/1316/84456/3956/3965/56262/10892/4323/4318/4495/4609/84807/128506/8544/4860/133522/639/5734/26191/10125/3516/5971/6237/64218/133308/6886/7037/7048/7099/7124/8995/944/7409/8876/140685/84524/677"	64
"M.APC.24h.5"	"GO:0002521"	"leukocyte differentiation"	"55/833"	"464/16992"	1.14702404660393e-09	2.27982499502996e-07	1.78887455520882e-07	"301/602/29760/652/6363/1236/135228/912/941/1435/81501/28514/55619/2175/2177/2322/2621/2624/51561/133396/3569/3624/3676/3725/3726/3815/84456/11006/84695/56262/10461/4318/4436/84807/5293/146850/5452/5468/133522/26191/10125/9770/6304/6659/6714/54997/7124/8995/7226/10100/7409/7412/7422/7494/678"	55
"M.APC.24h.6"	"GO:0002521"	"leukocyte differentiation"	"31/447"	"464/16992"	2.11326301010761e-06	0.000730243795397024	0.000604363510023547	"578/596/602/604/1230/912/942/1021/28514/11221/2101/2841/8111/3566/3815/3955/3965/56262/4609/5452/5458/133522/9770/3516/860/6850/54997/7030/7037/7048/7409"	31
"M.APC.24h.7"	"GO:0002521"	"leukocyte differentiation"	"16/187"	"464/16992"	5.64930325468549e-05	0.0045571046254463	0.00400241572693069	"84959/639/23529/760/1051/55619/56975/3956/920/1316/972/54997/1958/9308/4318/6659"	16
"M.APC.24h.8"	"GO:0002521"	"leukocyte differentiation"	"7/70"	"464/16992"	0.00294508678885666	0.0415672316574869	0.0301686742765253	"760/101/3956/7124/1316/4318/596"	7
"M.APC.4h.2"	"GO:0002521"	"leukocyte differentiation"	"8/58"	"464/16992"	0.000168336019895288	0.0176977268916579	0.0149553263991182	"604/1230/11221/56262/5458/133522/9770/57178"	8
"M.APC.5d.1"	"GO:0002521"	"leukocyte differentiation"	"40/625"	"464/16992"	5.51644107017332e-07	0.000127113418823354	0.000104695851137487	"714/9398/920/941/942/1053/9093/55619/56975/2207/8111/3398/3428/3569/3665/3725/1316/3956/3965/56262/4318/4436/84807/8544/5452/5468/26191/3516/6237/6659/7037/7048/9414/7099/7124/944/7409/7422/84524/677"	40
"M.Neutr.72h.1"	"GO:0002521"	"leukocyte differentiation"	"98/1988"	"464/16992"	3.10896893085697e-09	6.19239990263905e-07	4.94980579781176e-07	"100/6868/222487/64343/55509/596/602/604/6348/1230/9398/973/941/9308/942/1051/1053/23529/338339/26253/1209/1435/1436/1540/9093/2033/56975/2207/2322/2353/10272/2529/8324/2624/2739/3135/3398/3428/8809/51561/3566/3676/9452/23210/3725/3726/84456/3956/3965/3981/10859/56262/4055/4067/10892/4609/4627/84807/79840/441478/28962/23598/55795/23228/4860/27434/5468/55012/639/57580/5657/5663/5734/26191/5777/5788/9770/5971/399/8737/11035/91543/64218/23411/133308/6647/6670/6688/6850/6929/7030/7037/7048/7099/7124/7301/7305/7409"	98
"Musc.Skel.24h.1"	"GO:0002521"	"leukocyte differentiation"	"55/833"	"464/16992"	1.14702404660393e-09	2.27982499502996e-07	1.78887455520882e-07	"301/602/29760/652/6363/1236/135228/912/941/1435/81501/28514/55619/2175/2177/2322/2621/2624/51561/133396/3569/3624/3676/3725/3726/3815/84456/11006/84695/56262/10461/4318/4436/84807/5293/146850/5452/5468/133522/26191/10125/9770/6304/6659/6714/54997/7124/8995/7226/10100/7409/7412/7422/7494/678"	55
"E.Corn.6h.1"	"GO:0010035"	"response to inorganic substance"	"11/133"	"485/16992"	0.0015103850836363	0.032284481162726	0.0256864831657885	"654/760/1843/2353/9314/4502/10276/9536/7057/55503/7296"	11
"E.Liv.36h.1"	"GO:0010035"	"response to inorganic substance"	"28/471"	"485/16992"	0.000217740046380814	0.00574154249960188	0.00513017981618401	"5244/351/890/891/942/928/1017/120227/1719/1800/1841/2146/2539/2729/3240/3309/27094/4864/9688/5111/59338/10891/5621/5888/9104/388/30061/8914"	28
"E.Lu.24h.1"	"GO:0010035"	"response to inorganic substance"	"9/73"	"485/16992"	0.000223992481622015	0.0268470988686958	0.0226855543417183	"8644/358/360/2539/2729/120892/5743/7057/55503"	9
"E.Pan.3d.1"	"GO:0010035"	"response to inorganic substance"	"40/681"	"485/16992"	1.32386036610195e-05	0.000365432462003882	0.000266008940582055	"1050/107/120892/142/18/2113/2332/23400/2353/2876/288/2934/2937/301/3157/3710/3726/4017/4193/4314/4490/4496/5052/5159/51765/5244/538/5743/58/595/6648/7018/7057/7351/7412/7474/80310/857/8895/9361"	40
"E.Pr.24h.1"	"GO:0010035"	"response to inorganic substance"	"44/922"	"485/16992"	0.000589016584116277	0.0172218860553532	0.0142207492309591	"7015/6382/7124/4017/4982/841/1571/1906/5621/596/546/654/6648/7352/890/2539/3162/942/4846/1017/4129/1277/4602/30061/1236/5599/1410/2353/4233/7292/27345/5179/25932/4747/374/1956/1261/359/55503/2729/2696/3778/4217/358"	44
"E.Pr.24h.2"	"GO:0010035"	"response to inorganic substance"	"52/842"	"485/16992"	1.33157188062108e-07	5.52713294781134e-05	4.58691471508683e-05	"3569/4982/7057/1571/1906/3725/63928/546/654/1398/5743/58/4318/2539/4233/2696/3777/1277/5071/3778/5311/2354/6857/1410/2353/3552/595/6652/3856/760/6188/2113/929/8754/241/9536/4747/3157/231/4129/1471/1843/1050/3981/55503/1719/857/4151/353134/7031/1545/4217"	52
"E.Pr.48h.2"	"GO:0010035"	"response to inorganic substance"	"22/279"	"485/16992"	1.78310035636209e-05	0.00810143510085488	0.00721545410762526	"374/596/655/817/1543/2243/2796/2861/9283/2934/3082/3383/3746/3747/3777/4493/4495/4496/4776/30061/7057/7128"	22
"E.Pr.6h.1"	"GO:0010035"	"response to inorganic substance"	"17/198"	"485/16992"	5.53716982850224e-05	0.00188207843160707	0.00133351298900134	"8644/241/595/1543/1545/1906/2353/2308/2539/2729/3157/3569/9314/10276/4780/6546/7057"	17
"F.F.36h.1"	"GO:0010035"	"response to inorganic substance"	"46/931"	"485/16992"	0.000205786016667163	0.00437518965870621	0.00351861125065685	"18/5244/100/8644/6363/890/891/1236/942/1536/1894/1956/2146/10516/2353/2354/2643/2729/2876/3077/3178/3329/3383/3569/3725/3726/10242/27345/9314/3861/353134/4208/4501/11315/5111/80310/5159/65018/2185/5888/5176/6649/7036/7124/7225/10628"	46
"F.F.36h.2"	"GO:0010035"	"response to inorganic substance"	"31/535"	"485/16992"	0.000160211467938161	0.00615442972331817	0.00543913755541598	"8644/847/890/595/1017/8837/1528/1663/1841/2146/2539/2983/3178/3856/4489/4494/4495/4499/4502/5111/80310/5159/5727/2185/9104/140576/5176/7782/30061/6622/8914"	31
"F.F.8h.1"	"GO:0010035"	"response to inorganic substance"	"26/423"	"485/16992"	0.000216656947706798	0.00312181152515165	0.00241887632474049	"100/8644/596/1236/942/1536/1545/1956/2353/2354/2643/2729/3157/3178/3383/3725/3726/9314/4217/4208/4495/4501/5580/2185/51765/7124"	26
"L.Pbmc.24h.1"	"GO:0010035"	"response to inorganic substance"	"18/264"	"485/16992"	0.00060423750687555	0.01091001427389	0.00849128850164412	"760/1536/1906/7351/9536/366/2203/57817/6279/5621/929/654/6363/120892/948/29904/4318/2934"	18
"L.Pbmc.24h.2"	"GO:0010035"	"response to inorganic substance"	"22/302"	"485/16992"	5.94017183350571e-05	0.00166280481697611	0.00119596703922036	"3779/760/7295/2309/1906/7351/3569/9536/366/4233/7296/2203/57817/5621/929/654/6363/120892/948/29904/4318/2934"	22
"L.Pbmc.6h.1"	"GO:0010035"	"response to inorganic substance"	"12/90"	"485/16992"	9.27424622787313e-06	0.00064385751842598	0.000455872836910765	"760/2309/1906/653361/3569/2203/57817/929/5027/948/4318/100"	12
"L.Pbmc.8h.1"	"GO:0010035"	"response to inorganic substance"	"19/196"	"485/16992"	3.56941227936358e-06	0.000328175964273252	0.00024234430738837	"3552/760/1906/4496/7057/653361/3569/9536/942/2203/57817/2729/929/7779/654/5027/948/1471/100"	19
"L.Pbmc.8h.2"	"GO:0010035"	"response to inorganic substance"	"20/220"	"485/16992"	5.31190724036091e-06	0.000244347733056602	0.000177287233930923	"3552/760/2309/1906/7057/653361/3569/9536/4495/4494/2203/57817/929/7779/654/5027/1843/948/5580/100"	20
"L.T.10d.1"	"GO:0010035"	"response to inorganic substance"	"18/295"	"485/16992"	0.00211976037436084	0.025343403120074	0.019145708898722	"18/301/664/942/928/8837/221184/1471/1545/2203/3398/3565/3569/3725/27345/388/6622/7057"	18
"M.APC.12h.1"	"GO:0010035"	"response to inorganic substance"	"59/1114"	"485/16992"	3.07635153990286e-06	0.000605549375038422	0.00052145877352661	"18/5244/48/100/107/118/328/366/374/546/664/682/801/836/842/595/1236/942/1027/8837/80781/1471/1536/79901/1545/1788/1894/1906/2146/2203/2353/2308/2539/2978/23498/9456/3329/10808/3485/3569/4151/4205/4318/4493/4494/4495/4496/4501/4502/10276/5066/10105/5621/23064/23411/7782/51765/7124/7412"	59
"M.APC.12h.2"	"GO:0010035"	"response to inorganic substance"	"43/606"	"485/16992"	3.92239327210577e-08	2.9282818879501e-05	2.34072173216504e-05	"5244/366/471/513/664/712/801/942/8837/25932/1906/2021/2203/2308/2395/10243/2978/2983/3329/3398/3569/3725/9314/4318/4493/4494/4496/4501/4502/10276/1728/5311/5530/5536/5621/8604/7782/6546/6622/51765/57103/7124/7295"	43
"M.APC.18h.1"	"GO:0010035"	"response to inorganic substance"	"45/674"	"485/16992"	1.11114367677565e-07	1.51573069790749e-05	1.30997991367235e-05	"18/5244/100/9131/241/328/366/471/513/8837/1385/1471/79901/1543/1894/1906/1965/2021/355/2203/2308/2395/2729/10243/9456/3329/27345/10365/4205/4208/4318/4493/4494/4495/4496/4499/4501/4502/553115/5536/5621/388/8604/6546/7057"	45
"M.APC.24h.10"	"GO:0010035"	"response to inorganic substance"	"13/107"	"485/16992"	1.11744903125272e-05	0.000718696166416223	0.000594012379771182	"760/51765/8836/231/9536/942/1050/2203/5621/5027/6363/241/596"	13
"M.APC.24h.2"	"GO:0010035"	"response to inorganic substance"	"24/390"	"485/16992"	0.000368892517938215	0.00927799483795549	0.00744378943843549	"5244/366/374/596/654/929/942/928/8837/2203/2235/2309/3178/3725/30819/9314/120892/65018/5743/30061/51765/7020/8989/7412"	24
"M.APC.24h.3"	"GO:0010035"	"response to inorganic substance"	"50/955"	"485/16992"	2.50071500820278e-05	0.00111071580762564	0.000907339073772691	"5244/360/366/471/493/538/8314/596/654/664/817/1236/929/928/25932/1906/2203/2309/2395/2643/10243/2983/3077/9456/3329/10068/3569/3725/23135/4318/4493/4494/4495/4496/4501/4502/10276/1728/5311/5536/5562/5621/6279/8604/7782/6622/51765/7057/7124/7295"	50
"M.APC.24h.5"	"GO:0010035"	"response to inorganic substance"	"44/833"	"485/16992"	6.38495370263932e-05	0.00181432451508077	0.00142361758775126	"288/301/366/374/493/654/825/6363/890/1236/8837/1536/1788/1800/1906/2203/57817/9456/3240/3383/3569/3725/3726/30819/23135/4205/4318/4493/10276/5066/5111/5743/5888/6279/5176/7782/6546/6714/7124/7128/8989/7226/7412/80149"	44
"M.APC.24h.6"	"GO:0010035"	"response to inorganic substance"	"24/447"	"485/16992"	0.00239287482278604	0.0441898149587868	0.0365723226190007	"5244/71/578/596/27101/847/929/948/942/8837/1841/2203/2934/3240/10365/4151/653361/10397/5027/5621/6494/8604/79085/7296"	24
"M.APC.24h.8"	"GO:0010035"	"response to inorganic substance"	"8/70"	"485/16992"	0.000831734195375704	0.0232544682179215	0.016877632913375	"760/7351/7124/2203/5621/1843/4318/596"	8
"M.APC.5d.1"	"GO:0010035"	"response to inorganic substance"	"43/625"	"485/16992"	9.39772861111348e-08	4.74491123853979e-05	3.90810447306983e-05	"5244/366/471/513/664/712/801/942/8837/25932/1906/2021/2203/2308/2395/10243/2983/3329/3398/3485/3569/3725/9314/4318/4493/4494/4496/4501/4502/10276/1728/5311/5530/5536/5621/8604/7782/6546/6622/51765/57103/7124/7295"	43
"M.Neutr.72h.1"	"GO:0010035"	"response to inorganic substance"	"85/1988"	"485/16992"	8.23868134442719e-05	0.00207905546868192	0.00166186308614666	"48/100/8644/241/328/366/374/471/596/654/664/811/842/847/595/929/942/8837/25932/51596/1528/1536/79901/1545/1663/1841/1906/29904/2203/2235/2353/2309/10272/2539/2643/10243/2937/3157/3162/3178/9456/3240/3329/3383/3398/3485/8807/3552/3725/3726/3795/3939/3981/120892/4205/4331/4548/4734/4780/1728/65018/5052/5562/5580/5621/5728/5743/5831/5860/8737/6279/23411/8604/7779/6647/6770/8428/51765/7057/57103/7124/7128/7295/80149/26149"	85
"Musc.Skel.24h.1"	"GO:0010035"	"response to inorganic substance"	"44/833"	"485/16992"	6.38495370263932e-05	0.00181432451508077	0.00142361758775126	"288/301/366/374/493/654/825/6363/890/1236/8837/1536/1788/1800/1906/2203/57817/9456/3240/3383/3569/3725/3726/30819/23135/4205/4318/4493/10276/5066/5111/5743/5888/6279/5176/7782/6546/6714/7124/7128/8989/7226/7412/80149"	44
"E.Br.20h.1"	"GO:0030335"	"positive regulation of cell migration"	"141/4773"	"395/16992"	0.000523552802879796	0.0495195904248687	0.0441994350117276	"91/6868/150/199/207/239/27329/538/10396/9564/623/57118/55604/146206/55749/147372/6356/6363/6369/6351/6352/6354/1236/29126/23332/23122/80781/1435/2919/10563/9547/2921/6374/3576/23604/2039/1793/85440/1906/1908/1956/54566/57669/2159/2149/2152/2155/642273/2255/8823/2252/2268/2321/2324/27086/2625/2651/152007/2822/63940/2886/9734/3091/3265/3315/3554/51561/3565/3569/3642/3643/3673/3717/3735/3918/3929/3958/3965/1902/131578/8174/1432/4193/84299/4641/4653/4851/8828/26012/4908/4916/3175/5156/5228/5293/5295/7941/8613/83483/5473/5578/25865/2185/7803/5788/29108/9693/5649/56729/9475/4920/6239/57142/22902/1901/10371/10507/9037/5054/6546/4088/8877/10253/6714/27286/6776/6810/23075/7010/7048/7057/7060/7124/8784/8995/10911/7422/100287171/7476/57343/80139"	141
"E.Corn.6h.1"	"GO:0030335"	"positive regulation of cell migration"	"10/133"	"395/16992"	0.0010979503779974	0.0276500670006523	0.0219992068934091	"650/1435/1839/4254/5154/56034/5724/80031/7042/7057"	10
"E.Pan.3d.1"	"GO:0030335"	"positive regulation of cell migration"	"43/681"	"395/16992"	2.74353957355732e-09	3.87836730625604e-07	2.82317660743092e-07	"10396/11116/152007/196527/2113/2149/2247/2252/2277/2294/2324/23604/2621/27286/3479/3717/4193/4254/4920/5054/5058/5154/5159/5328/538/56034/57214/5743/6615/6648/6662/7046/7048/7057/708/7423/7474/7481/80310/8828/8829/8895/9037"	43
"E.Pan.7d.1"	"GO:0030335"	"positive regulation of cell migration"	"75/1573"	"395/16992"	1.20918124488443e-09	6.77638439474966e-07	5.38204596129382e-07	"102/10396/10457/11116/11151/1277/1436/152007/153090/1902/196527/2041/2113/2149/2241/2252/22800/2294/22954/23075/23604/25777/2621/27286/2886/3479/3480/3678/3685/3717/388/3958/4254/4638/4641/4920/5054/5058/5154/5156/5168/5216/5328/5335/538/54828/55140/5578/56034/57007/57214/5743/596/6239/6615/6662/6714/7010/7042/7046/7048/7057/7494/80031/80139/81/8613/8660/8817/8826/8828/8895/9037/9564/9759"	75
"E.Pr.24h.1"	"GO:0030335"	"positive regulation of cell migration"	"41/922"	"395/16992"	5.24411076018926e-05	0.00356386932607997	0.00294281891165671	"6347/7015/7124/55604/1906/596/6648/4638/5054/57118/3554/4921/375056/3479/1277/9732/1236/6997/1839/9759/5788/4254/23075/4233/154810/51176/5578/2041/623/1907/1956/4303/3673/150/4851/10911/7074/23224/3576/8660/5155"	41
"E.Pr.24h.2"	"GO:0030335"	"positive regulation of cell migration"	"47/842"	"395/16992"	2.34980946235198e-08	1.4630501164969e-05	1.21417128403371e-05	"3569/6347/7057/51561/1906/9043/101/5054/3725/1398/5743/4254/4318/57007/64750/4233/2335/3037/1277/3918/29126/2920/83483/8613/6374/9734/3552/719/29108/3685/6317/25777/2113/2149/8754/56034/9547/7046/63940/5154/2152/80031/2651/3965/2150/2886/6372"	47
"E.Pr.48h.1"	"GO:0030335"	"positive regulation of cell migration"	"12/183"	"395/16992"	0.00121330931617844	0.0423781169590517	0.0358530210107262	"57118/6347/9547/3491/1906/2149/2152/2625/3569/3685/3918/388"	12
"E.Pr.6h.1"	"GO:0030335"	"positive regulation of cell migration"	"20/198"	"395/16992"	3.90213941476956e-08	8.26556759008324e-06	5.85641998640449e-06	"29126/1435/9547/3491/1906/2149/2152/642273/2886/3091/3569/4780/5154/56034/5054/6546/4088/7057/7424/7476"	20
"F.F.36h.1"	"GO:0030335"	"positive regulation of cell migration"	"44/931"	"395/16992"	6.12760016762157e-06	0.000299639648196695	0.000240975939223518	"101/25960/10396/652/6356/6363/6347/6348/6352/1236/29126/11151/1512/2920/3576/1793/1956/2252/1839/9734/3315/3383/3554/3569/3725/3735/9585/4067/5031/80310/5156/5159/10631/9647/5578/2185/5788/10507/80031/4088/10253/23224/7124/7422"	44
"F.F.8h.1"	"GO:0030335"	"positive regulation of cell migration"	"22/423"	"395/16992"	0.000390801399994491	0.00501007394792937	0.00388196057327861	"84913/10396/596/652/6348/1235/1236/29126/11151/1512/1793/1956/1839/3383/3725/3735/4067/2185/5788/10507/6776/7124"	22
"L.Pbmc.24h.1"	"GO:0030335"	"positive regulation of cell migration"	"21/264"	"395/16992"	1.02244178600249e-06	5.68253973876698e-05	4.42273338353052e-05	"6369/3315/1906/1436/29108/7941/1902/199/23328/3965/5724/1512/972/5058/6363/5168/2621/7130/4318/57214/5025"	21
"L.Pbmc.24h.2"	"GO:0030335"	"positive regulation of cell migration"	"22/302"	"395/16992"	2.45126341441621e-06	0.00014085829985658	0.000101311881051345	"6369/1240/3315/1906/1436/3569/7941/1902/199/23328/4233/3965/4283/5724/1512/972/5058/6363/5168/3627/4318/57214"	22
"L.Pbmc.6h.1"	"GO:0030335"	"positive regulation of cell migration"	"8/90"	"395/16992"	0.00116991200927063	0.01786845608826	0.0126514695177967	"1906/29108/3569/1902/23328/5724/4318/57214"	8
"L.Pbmc.8h.1"	"GO:0030335"	"positive regulation of cell migration"	"16/196"	"395/16992"	1.43827902569829e-05	0.000873520473417505	0.000645058557498935	"5328/3552/3091/1906/7057/29108/8829/3569/7941/1902/101/23328/23075/3627/57214/5025"	16
"L.Pbmc.8h.2"	"GO:0030335"	"positive regulation of cell migration"	"19/220"	"395/16992"	9.81815797982081e-07	8.06491548342424e-05	5.85152372832429e-05	"5328/3552/3091/2920/1906/7057/29108/8829/3569/1902/101/23328/6351/4283/23075/3627/10457/57214/5025"	19
"L.T.10d.1"	"GO:0030335"	"positive regulation of cell migration"	"17/295"	"395/16992"	0.000569484674130076	0.0108202088084714	0.00817414169237178	"57118/6351/6352/29126/3576/2625/3458/3565/3569/3717/3725/8828/7803/9693/388/4088/7057"	17
"M.APC.12h.1"	"GO:0030335"	"positive regulation of cell migration"	"52/1114"	"395/16992"	1.16552729620439e-06	0.000413923279367727	0.0003564431481405	"91/708/719/728/57118/6347/6352/6354/1236/23122/80781/64506/1435/10563/3576/1793/1906/2152/2268/2321/27086/2651/152007/3091/3146/3554/3569/3685/3717/3965/4318/4641/4851/8828/5154/56034/7941/25865/5788/9693/22902/5054/4088/8877/10253/6776/23075/7048/7124/22954/7422/80139"	52
