"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"O.Test.24h.1"	"DOID:2349"	"arteriosclerosis"	"8/32"	"356/8007"	5.80553376771624e-05	0.0137010596918103	0.0105110716636547	"19/240/1588/4069/4318/4524/6279/7056"	8
"E.Corn.6h.1"	"DOID:104"	"bacterial infectious disease"	"10/83"	"271/8007"	0.00045878707939384	0.0171342539475843	0.0134002831549486	"1839/3119/3459/3553/4170/4598/5724/7056/7099/7296"	10
"E.Pr.24h.1"	"DOID:104"	"bacterial infectious disease"	"34/545"	"271/8007"	0.000358010957426348	0.00334143560264591	0.00191892140520111	"6347/3123/7450/7124/1234/4982/596/51738/348/8288/4312/5054/942/3479/1154/939/1236/1839/634/5742/4322/2212/820/3559/3557/3126/7056/4094/3115/1672/3952/50943/834/3576"	34
"E.Pr.24h.2"	"DOID:104"	"bacterial infectious disease"	"30/504"	"271/8007"	0.00170404806780964	0.0142608210825111	0.00992441041816968	"3569/6347/4982/51561/5054/3725/5743/4318/3688/3371/5071/29126/6288/4322/4615/7431/820/3552/1673/29108/929/868/7076/7056/2152/5663/1672/3620/54210/7415"	30
"F.F.36h.1"	"DOID:104"	"bacterial infectious disease"	"35/536"	"271/8007"	0.000120181011640061	0.0036600951584282	0.00246945005698729	"100/240/350/6356/6347/6367/6348/6352/1236/939/29126/952/941/942/3075/3576/2952/1839/3329/3383/29851/3569/3683/3725/3932/4049/5698/26191/5806/7096/7099/7124/7157/7421/7422"	35
"F.F.8h.1"	"DOID:104"	"bacterial infectious disease"	"24/266"	"271/8007"	1.03543072468596e-05	0.000682591616446698	0.00059486564370875	"100/240/596/834/6367/6348/1236/939/29126/952/941/942/1839/3115/3383/3659/3683/3725/4049/5696/5698/26191/7096/7124"	24
"L.Pbmc.24h.1"	"DOID:104"	"bacterial infectious disease"	"20/194"	"271/8007"	8.21199665231016e-06	0.000465097628580839	0.000374844249105449	"3620/2212/30835/3684/54210/820/6772/29108/23643/910/929/2358/5724/3115/3126/7056/64127/5008/4318/4814"	20
"L.Pbmc.24h.2"	"DOID:104"	"bacterial infectious disease"	"27/225"	"271/8007"	8.06954599481779e-09	8.18482522331519e-07	5.46059503408723e-07	"3620/3119/2212/710/30835/3684/54210/820/3569/7296/23643/910/929/2358/348/5724/3115/338442/3126/7056/64127/8651/5008/3627/4318/5468/4814"	27
"L.Pbmc.2M.1"	"DOID:104"	"bacterial infectious disease"	"6/38"	"271/8007"	0.00157673810884218	0.0374648425145903	0.0229855092066533	"3569/114548/3606/7431/3586/1385"	6
"L.Pbmc.6h.1"	"DOID:104"	"bacterial infectious disease"	"16/65"	"271/8007"	2.78633855649307e-10	1.66901679533935e-07	9.23891205574018e-08	"3684/54210/820/29108/3569/114548/929/2358/5724/5027/7056/64127/3557/5008/4318/100"	16
"L.Pbmc.8h.1"	"DOID:104"	"bacterial infectious disease"	"22/140"	"271/8007"	1.3549009259977e-09	2.09670918298144e-07	1.19445213212955e-07	"639/3552/240/3684/54210/820/29108/3569/7076/942/929/2358/6556/338442/5027/7056/64127/7133/3557/5008/3627/100"	22
"L.Pbmc.8h.2"	"DOID:104"	"bacterial infectious disease"	"22/158"	"271/8007"	1.37969796829199e-08	1.48317531591389e-06	7.79408325947406e-07	"639/3552/3119/240/3684/54210/820/29108/3569/7076/6351/929/2358/6556/5027/7056/64127/1493/7133/5008/3627/100"	22
"L.T.10d.1"	"DOID:104"	"bacterial infectious disease"	"22/186"	"271/8007"	2.70494664307932e-07	7.89430930980451e-05	5.14295503815891e-05	"6351/6352/29126/952/959/941/942/1493/3576/3001/3458/50616/3565/3569/3684/3725/5329/5468/6622/6772/3371/54210"	22
"M.APC.12h.1"	"DOID:104"	"bacterial infectious disease"	"40/600"	"271/8007"	2.31578171483658e-05	0.00164209976142957	0.00107478864277104	"52/100/348/382/671/728/6347/6367/6352/1236/30835/952/941/942/1154/1493/3576/2026/2152/2209/2358/3119/3146/3329/3569/3683/3684/11127/4048/4318/64127/5329/26191/5806/5054/7056/3371/7124/54210/7422"	40
"M.APC.12h.2"	"DOID:104"	"bacterial infectious disease"	"30/357"	"271/8007"	3.35261201370108e-06	0.00122537969100774	0.000898147113144132	"382/10018/728/6367/30835/29126/941/942/3576/2026/10211/3119/3329/3569/3683/3687/3725/4048/4318/4814/64127/5468/26191/6622/7056/7099/3371/7124/54210/7422"	30
"M.APC.24h.1"	"DOID:104"	"bacterial infectious disease"	"39/621"	"271/8007"	0.000110349015171131	0.00720027323991631	0.00594335923816443	"5243/240/64411/596/597/10018/728/929/29126/952/942/58191/3576/7852/2152/2212/1839/3240/3383/3459/3553/3684/3687/4048/4094/4360/4814/10392/64127/5027/5028/6556/6583/7056/7097/3371/7133/54210/7422"	39
"M.APC.24h.10"	"DOID:104"	"bacterial infectious disease"	"10/91"	"271/8007"	0.000956128587233839	0.0494968143736559	0.0439468283226052	"3684/29108/942/2358/5724/3115/3683/5027/3557/596"	10
"M.APC.24h.2"	"DOID:104"	"bacterial infectious disease"	"26/244"	"271/8007"	1.77941693239234e-07	1.82008931941845e-05	1.11313901334619e-05	"596/728/6347/6351/929/29126/942/58191/3576/7852/1839/3553/3684/3725/4048/4312/4322/4582/5743/5806/6556/6583/7056/7097/7099/54210"	26
"M.APC.24h.3"	"DOID:104"	"bacterial infectious disease"	"44/543"	"271/8007"	3.81104810333982e-08	9.89602157500572e-06	6.96686337487735e-06	"240/596/597/10018/728/6367/6348/6351/1236/929/910/30835/952/941/2209/10211/1839/338442/3115/3329/3586/3559/3569/3659/3687/3725/4048/4094/4318/4814/64127/5236/5294/639/5742/26191/5806/6556/6622/7056/7099/3371/7124/54210"	44
"M.APC.24h.4"	"DOID:104"	"bacterial infectious disease"	"28/342"	"271/8007"	1.19015113936337e-05	0.00817633832742638	0.00760443938519545	"240/596/728/6346/30835/29126/952/3576/1672/2152/10211/51738/1839/3240/3383/3684/11127/4312/4582/4615/4814/639/5724/6556/6772/6890/7056/54210"	28
"M.APC.24h.5"	"DOID:104"	"bacterial infectious disease"	"48/496"	"271/8007"	1.86147797581927e-11	1.46312168899395e-08	8.0337470535358e-09	"240/348/671/728/6346/6347/6367/6351/1236/30835/29126/952/941/3576/7852/1673/2209/10211/51738/1839/338442/3240/3383/51561/3569/3683/3684/3725/11127/23643/4322/4318/4790/4814/64127/5294/5329/5468/5724/5743/26191/5054/7056/7096/7124/7133/54210/7422"	48
"M.APC.24h.6"	"DOID:104"	"bacterial infectious disease"	"26/290"	"271/8007"	4.8950432900953e-06	0.00164228702382697	0.00130105097973586	"240/596/820/929/952/942/7852/1672/2212/51738/2944/3240/3683/3684/23643/4094/4582/4814/64127/5027/5724/5742/7056/54210/7296/7431"	26
"M.APC.5d.1"	"DOID:104"	"bacterial infectious disease"	"29/359"	"271/8007"	1.06691511770049e-05	0.0039155784819608	0.0028919015032408	"10018/728/6346/6367/30835/29126/941/942/3576/2026/10211/3119/3329/3569/3687/3725/4048/4318/4814/64127/5468/26191/6622/7056/7099/3371/7124/54210/7422"	29
"M.APC.90min.1"	"DOID:104"	"bacterial infectious disease"	"5/9"	"271/8007"	4.8255485445058e-06	0.000639385182147018	0.000375884833993083	"3576/820/929/7056/4814"	5
"M.Neutr.36h.1"	"DOID:104"	"bacterial infectious disease"	"22/179"	"271/8007"	1.36610322384222e-07	3.05551754399376e-05	2.01799809557043e-05	"240/597/671/929/939/29126/952/3576/2209/1839/3240/3459/3678/3684/4048/4282/64127/5468/5742/7099/7124/54210"	22
"M.Neutr.72h.1"	"DOID:104"	"bacterial infectious disease"	"74/1020"	"271/8007"	4.67949393626513e-11	3.85122350954621e-08	3.01457925157291e-08	"100/240/382/596/597/728/834/6347/6367/6348/6351/929/29126/952/941/942/1511/58191/3576/3579/2026/2098/2209/2212/10211/2358/51738/2739/1839/338442/3105/3106/3240/3329/3383/3459/3552/3553/51561/51135/3683/3684/3687/3725/4048/23643/100507436/4282/4615/4814/64127/5294/5329/5468/639/5663/5698/5724/5742/5743/26191/29108/10572/6556/6890/7076/7096/7097/7099/3371/7124/8717/54210/7431"	74
"M.Neutr.8h.1"	"DOID:104"	"bacterial infectious disease"	"14/103"	"271/8007"	8.54264948584763e-06	0.0027012684473024	0.00218726190064971	"240/929/939/29126/952/3576/1839/3240/3683/3684/4814/5742/7099/54210"	14
"Musc.Skel.24h.1"	"DOID:104"	"bacterial infectious disease"	"48/496"	"271/8007"	1.86147797581927e-11	1.46312168899395e-08	8.0337470535358e-09	"240/348/671/728/6346/6347/6367/6351/1236/30835/29126/952/941/3576/7852/1673/2209/10211/51738/1839/338442/3240/3383/51561/3569/3683/3684/3725/11127/23643/4322/4318/4790/4814/64127/5294/5329/5468/5724/5743/26191/5054/7056/7096/7124/7133/54210/7422"	48
"E.Pan.3d.1"	"DOID:1936"	"atherosclerosis"	"34/441"	"344/8007"	0.000608978869777855	0.00591697036986862	0.00405408408330066	"133/19/2621/3371/3479/348/3486/3717/3956/4023/4313/4314/4803/5054/5069/5328/5468/56034/5743/5806/59/6288/6319/6648/6696/7056/7351/7412/7474/7498/775/80310/8742/9507"	34
"E.Pr.24h.1"	"DOID:1936"	"atherosclerosis"	"52/545"	"344/8007"	2.85285730054574e-08	4.65237061107516e-06	2.6717658552065e-06	"6347/7015/7450/7124/1234/4982/8743/1906/133/51738/9619/6648/348/4312/5054/3162/942/27035/367/4846/2875/3479/197/4313/1839/6376/2212/820/3559/3557/7292/57016/10461/59272/7056/196/2357/2678/1950/6319/3575/3673/2100/10911/3952/4852/50943/10014/27433/9966/19/5155"	52
"E.Pr.24h.2"	"DOID:1936"	"atherosclerosis"	"45/504"	"344/8007"	1.78368973619933e-06	0.000125959245340397	8.76577329936537e-05	"3569/6347/59/6696/4982/1906/771/101/5054/54809/5743/4318/1030/10313/3371/2335/3037/27035/6288/6093/6376/820/3552/7534/760/3685/133/929/8754/241/3949/56034/7056/9536/231/1950/8743/1471/2152/2837/3486/7035/3084/9388/23022"	45
"E.Pr.24h.3"	"DOID:1936"	"atherosclerosis"	"20/180"	"344/8007"	8.54828526412728e-05	0.00543666974526034	0.00411180638843878	"19/9619/102/6347/1906/3486/3572/3673/3685/4040/4313/57552/23022/56034/5329/6095/5054/7056/3371/9966"	20
"E.Pr.48h.1"	"DOID:1936"	"atherosclerosis"	"14/120"	"344/8007"	0.000599715282713582	0.00956718875825464	0.00665967298961698	"19/9619/771/6347/1906/2152/3339/3486/3569/3685/4313/6489/7056/9966"	14
"E.Pr.6h.1"	"DOID:1936"	"atherosclerosis"	"14/132"	"344/8007"	0.00154100026873506	0.0197662322250045	0.0137376647717643	"19/9619/133/241/1435/1906/2152/3486/3569/4780/4803/56034/5054/7056"	14
"L.Pbmc.24h.1"	"DOID:1936"	"atherosclerosis"	"26/194"	"344/8007"	2.01665781106584e-07	4.43497847155664e-05	3.57435960282592e-05	"822/760/2212/3315/1906/8742/7351/3957/820/6319/7941/1593/133/9536/3956/6279/3084/929/6283/7056/2621/948/9619/4318/8743/10062"	26
"L.Pbmc.24h.2"	"DOID:1936"	"atherosclerosis"	"31/225"	"344/8007"	6.56873296880643e-09	8.18482522331519e-07	5.46059503408723e-07	"822/760/2212/3315/7295/2309/1906/8742/7351/6368/820/6319/3569/7941/1593/133/9536/3956/3084/929/348/7056/8651/958/948/341/217/9619/4318/5468/10062"	31
"L.Pbmc.2M.1"	"DOID:1936"	"atherosclerosis"	"7/38"	"344/8007"	0.00101322551517357	0.0374648425145903	0.0229855092066533	"3569/114548/3606/196/3949/3586/9446"	7
"L.Pbmc.6h.1"	"DOID:1936"	"atherosclerosis"	"11/65"	"344/8007"	8.72143429155548e-05	0.00167564838626407	0.000927562150379023	"760/2309/1906/820/3569/114548/929/7056/3557/948/4318"	11
"L.Pbmc.8h.1"	"DOID:1936"	"atherosclerosis"	"25/140"	"344/8007"	9.21663990806412e-10	2.02098148593317e-07	1.15131161939905e-07	"10135/5328/91543/3552/760/4055/240/1906/820/55911/3569/7941/1593/101/133/9536/942/771/3956/929/7056/3557/948/1471/8743"	25
"L.Pbmc.8h.2"	"DOID:1936"	"atherosclerosis"	"23/158"	"344/8007"	2.31231602909128e-07	1.20874963934557e-05	6.35197688893145e-06	"10135/5328/3552/760/5730/240/2309/1906/820/55911/3569/7035/101/133/9536/9332/3956/3084/929/6283/7056/948/8743"	23
"L.T.10d.1"	"DOID:1936"	"atherosclerosis"	"16/186"	"344/8007"	0.00621508205315674	0.0297598089552615	0.0193878087866434	"19/133/822/6352/959/942/1471/2833/3569/3717/23022/5329/5445/5468/3371/9966"	16
"M.APC.12h.1"	"DOID:1936"	"atherosclerosis"	"45/600"	"344/8007"	0.000146788879376919	0.00417719011646358	0.00273405830834661	"19/9619/133/196/83464/348/682/836/6347/6368/6352/958/942/1435/1471/1520/1588/1906/2152/2214/2357/3329/3569/3685/3717/4023/4318/57552/4973/56034/7941/5329/5360/5445/5806/6095/6319/5054/23411/7035/7056/3371/7124/7412/7422"	45
"M.APC.12h.2"	"DOID:1936"	"atherosclerosis"	"29/357"	"344/8007"	0.000675761674147813	0.0154853751064468	0.0113500697374634	"9619/196/83464/341/822/9332/958/942/1593/1906/2357/3329/3569/3685/3956/4318/56034/7941/123/5360/5468/5590/6319/7056/7099/3371/7124/7295/7422"	29
"M.APC.18h.1"	"DOID:1936"	"atherosclerosis"	"33/404"	"344/8007"	0.000260556693960738	0.0121814584921719	0.00953103500166965	"9619/241/822/6347/1028/1435/1471/1524/2919/1588/1593/1906/2214/2357/3315/3329/3685/3717/10365/3956/4023/10461/4318/4973/56034/7941/5329/123/5054/7035/7056/3371/9966"	33
"M.APC.24h.10"	"DOID:1936"	"atherosclerosis"	"12/91"	"344/8007"	0.000481791378776633	0.046952262771825	0.0416875925754419	"760/3693/23022/231/1593/9536/942/10461/3557/958/2919/241"	12
"M.APC.24h.2"	"DOID:1936"	"atherosclerosis"	"33/244"	"344/8007"	3.35379198346963e-09	1.29256007871356e-06	7.9051013340906e-07	"154/83464/822/6347/929/942/1524/2919/58191/1588/2335/2309/2621/1839/3183/3553/3673/4312/4321/4317/4332/4524/57552/3084/4973/5328/5743/5806/387/7056/7097/7099/7412"	33
"M.APC.24h.3"	"DOID:1936"	"atherosclerosis"	"45/543"	"344/8007"	1.28658414553031e-05	0.000525678407022444	0.000370081008119307	"6868/196/240/83464/341/822/929/958/1435/1588/1593/1889/1906/2309/2621/1839/3329/3586/3559/3569/3685/3690/3956/4321/4323/4318/10135/56034/7941/5327/5328/123/5360/5806/6283/6279/6280/6319/7035/7056/7099/3371/7124/8764/7295"	45
"M.APC.24h.5"	"DOID:1936"	"atherosclerosis"	"46/496"	"344/8007"	4.58554178790582e-07	4.35894676936118e-05	2.39342195719577e-05	"9507/133/154/240/341/348/6347/729230/1071/1268/1435/1524/1889/1906/2335/2621/2678/51738/1839/3315/3383/3486/3569/9388/4023/10461/4317/4318/4332/4790/5029/7941/5329/5360/5468/5743/6037/6279/6280/5054/7056/7124/9966/7412/7422/7494"	46
"M.APC.24h.8"	"DOID:1936"	"atherosclerosis"	"10/57"	"344/8007"	0.000133586158129624	0.0044895200886653	0.00299751416446224	"760/7351/1593/101/133/3956/7124/6283/958/4318"	10
"M.APC.4h.1"	"DOID:1936"	"atherosclerosis"	"13/112"	"344/8007"	0.000979479144918871	0.0393991308494187	0.0299159835095373	"729230/929/958/1588/1906/2309/1839/3586/3559/7941/5328/123/7056"	13
"M.APC.90min.1"	"DOID:1936"	"atherosclerosis"	"3/9"	"344/8007"	0.00544185757134482	0.0451427075522606	0.0265387118877242	"820/929/7056"	3
"M.Neutr.36h.1"	"DOID:1936"	"atherosclerosis"	"18/179"	"344/8007"	0.000656234044204319	0.0127433415497858	0.00841626291075348	"240/847/929/1116/1520/2335/1839/3183/4282/4317/56034/123/5468/6037/6283/6279/7099/7124"	18
"M.Neutr.72h.1"	"DOID:1936"	"atherosclerosis"	"70/1020"	"344/8007"	3.29632946480336e-05	0.00182853511574903	0.00143130202831541	"19/102/8751/6868/133/240/241/83464/847/6347/929/9332/942/1116/1435/1508/1520/58191/3579/1588/1889/1906/2212/2309/2357/51738/2896/1839/3156/3162/84842/3329/3383/3552/3553/3572/3717/3956/4023/4055/4282/4332/4524/10135/57552/4780/9572/4973/5029/56034/5329/5468/5743/56729/6037/91543/6283/6279/6280/54809/6319/23411/6647/7097/7099/3371/7124/8764/7295/7301"	70
"Musc.Skel.24h.1"	"DOID:1936"	"atherosclerosis"	"46/496"	"344/8007"	4.58554178790582e-07	4.35894676936118e-05	2.39342195719577e-05	"9507/133/154/240/341/348/6347/729230/1071/1268/1435/1524/1889/1906/2335/2621/2678/51738/1839/3315/3383/3486/3569/9388/4023/10461/4317/4318/4332/4790/5029/7941/5329/5360/5468/5743/6037/6279/6280/5054/7056/7124/9966/7412/7422/7494"	46
"Musc.Skel.48h.1"	"DOID:1936"	"atherosclerosis"	"9/57"	"344/8007"	0.000650409408674747	0.0486676232845355	0.0456829092459427	"1116/1363/19/3575/4256/4312/6387/7056/9388"	9
"E.Corn.6h.1"	"DOID:0050338"	"primary bacterial infectious disease"	"9/83"	"238/8007"	0.000753265520846864	0.0229468887662115	0.0179462034316175	"1839/3119/3459/3553/4170/4598/7056/7099/7296"	9
"E.Pr.24h.1"	"DOID:0050338"	"primary bacterial infectious disease"	"33/545"	"238/8007"	6.44059871008715e-05	0.0011885832164979	0.000682580198222154	"6347/3123/7450/7124/1234/4982/596/51738/348/8288/4312/5054/942/3479/1154/939/1236/1839/634/5742/4322/2212/820/3559/3557/3126/7056/4094/3115/1672/3952/834/3576"	33
"E.Pr.24h.2"	"DOID:0050338"	"primary bacterial infectious disease"	"25/504"	"238/8007"	0.00784809776769341	0.0406437910883195	0.0282848835545311	"3569/6347/4982/5054/3725/5743/4318/3688/3371/5071/29126/6288/4322/7431/820/3552/1673/29108/929/868/7056/1672/3620/54210/7415"	25
"F.F.36h.1"	"DOID:0050338"	"primary bacterial infectious disease"	"34/536"	"238/8007"	1.89087991392647e-05	0.00146787013306738	0.00099036550331381	"100/240/350/6356/6347/6367/6348/6352/1236/939/29126/952/941/942/3576/2952/1839/3329/3383/29851/3569/3683/3725/3932/4049/5698/26191/5806/7096/7099/7124/7157/7421/7422"	34
"F.F.8h.1"	"DOID:0050338"	"primary bacterial infectious disease"	"24/266"	"238/8007"	1.059227785051e-06	0.000170800480339474	0.000148849378215062	"100/240/596/834/6367/6348/1236/939/29126/952/941/942/1839/3115/3383/3659/3683/3725/4049/5696/5698/26191/7096/7124"	24
"L.Pbmc.24h.1"	"DOID:0050338"	"primary bacterial infectious disease"	"15/194"	"238/8007"	0.000642247043402703	0.0160047963215954	0.0128990248296038	"3620/2212/30835/54210/820/29108/23643/910/929/3115/3126/7056/64127/4318/4814"	15
"L.Pbmc.24h.2"	"DOID:0050338"	"primary bacterial infectious disease"	"21/225"	"238/8007"	3.0198531883689e-06	9.33899881853146e-05	6.23061448234123e-05	"3620/3119/2212/30835/54210/820/3569/7296/23643/910/929/348/3115/3126/7056/64127/8651/3627/4318/5468/4814"	21
"L.Pbmc.2M.1"	"DOID:0050338"	"primary bacterial infectious disease"	"6/38"	"238/8007"	0.000804621262884883	0.0374648425145903	0.0229855092066533	"3569/114548/3606/7431/3586/1385"	6
"L.Pbmc.6h.1"	"DOID:0050338"	"primary bacterial infectious disease"	"12/65"	"238/8007"	3.59589606949304e-07	2.69242718203292e-05	1.49040429196093e-05	"54210/820/29108/3569/114548/929/5027/7056/64127/3557/4318/100"	12
"L.Pbmc.8h.1"	"DOID:0050338"	"primary bacterial infectious disease"	"17/140"	"238/8007"	7.47424280030553e-07	3.85162623638992e-05	2.1941923122024e-05	"639/3552/240/54210/820/29108/3569/942/929/6556/5027/7056/64127/7133/3557/3627/100"	17
"L.Pbmc.8h.2"	"DOID:0050338"	"primary bacterial infectious disease"	"18/158"	"238/8007"	9.10661341026662e-07	2.55381115200955e-05	1.34202723940771e-05	"639/3552/3119/240/54210/820/29108/3569/6351/929/6556/5027/7056/64127/1493/7133/3627/100"	18
"L.T.10d.1"	"DOID:0050338"	"primary bacterial infectious disease"	"20/186"	"238/8007"	5.66747192458781e-07	7.89430930980451e-05	5.14295503815891e-05	"6351/6352/29126/952/959/941/942/1493/3576/3001/3458/50616/3565/3569/3725/5329/5468/6622/3371/54210"	20
"M.APC.12h.1"	"DOID:0050338"	"primary bacterial infectious disease"	"37/600"	"238/8007"	1.46110441990508e-05	0.0014206440820189	0.000929841268257983	"52/100/348/382/671/728/6347/6367/6352/1236/30835/952/941/942/1154/1493/3576/2026/2209/3119/3146/3329/3569/3683/11127/4048/4318/64127/5329/26191/5806/5054/7056/3371/7124/54210/7422"	37
"M.APC.12h.2"	"DOID:0050338"	"primary bacterial infectious disease"	"30/357"	"238/8007"	2.07451553935088e-07	0.000151647085926549	0.000111150358897852	"382/10018/728/6367/30835/29126/941/942/3576/2026/10211/3119/3329/3569/3683/3687/3725/4048/4318/4814/64127/5468/26191/6622/7056/7099/3371/7124/54210/7422"	30
"M.APC.24h.1"	"DOID:0050338"	"primary bacterial infectious disease"	"36/621"	"238/8007"	7.19972044703353e-05	0.00626375678891917	0.00517032556079367	"5243/240/64411/596/597/10018/728/929/29126/952/942/3576/7852/2212/1839/3240/3383/3459/3553/3687/4048/4094/4360/4814/10392/64127/5027/5028/6556/6583/7056/7097/3371/7133/54210/7422"	36
"M.APC.24h.2"	"DOID:0050338"	"primary bacterial infectious disease"	"23/244"	"238/8007"	8.37822988374013e-07	5.96864476266824e-05	3.65033258052042e-05	"596/728/6347/6351/929/29126/942/3576/7852/1839/3553/3725/4048/4312/4322/5743/5806/6556/6583/7056/7097/7099/54210"	23
"M.APC.24h.3"	"DOID:0050338"	"primary bacterial infectious disease"	"42/543"	"238/8007"	6.50230020456811e-09	5.06529185935856e-06	3.56599832271578e-06	"240/596/597/10018/728/6367/6348/6351/1236/929/910/30835/952/941/2209/10211/1839/3115/3329/3586/3559/3569/3659/3687/3725/4048/4094/4318/4814/64127/5236/639/5742/26191/5806/6556/6622/7056/7099/3371/7124/54210"	42
"M.APC.24h.5"	"DOID:0050338"	"primary bacterial infectious disease"	"43/496"	"238/8007"	1.15355997496192e-10	4.53349070160034e-08	2.48926099860204e-08	"240/348/671/728/6346/6347/6367/6351/1236/30835/29126/952/941/3576/7852/1673/2209/10211/51738/1839/3240/3383/3569/3683/3725/11127/23643/4322/4318/4790/4814/64127/5329/5468/5743/26191/5054/7056/7096/7124/7133/54210/7422"	43
"M.APC.24h.6"	"DOID:0050338"	"primary bacterial infectious disease"	"23/290"	"238/8007"	1.56420904191236e-05	0.0028035588932183	0.00222103261600948	"240/596/820/929/952/942/7852/1672/2212/51738/2944/3240/3683/23643/4094/4814/64127/5027/5742/7056/54210/7296/7431"	23
"M.APC.4h.1"	"DOID:0050338"	"primary bacterial infectious disease"	"10/112"	"238/8007"	0.00177112658989266	0.0393991308494187	0.0299159835095373	"596/6367/929/910/29126/1839/3586/3559/64127/7056"	10
"M.APC.5d.1"	"DOID:0050338"	"primary bacterial infectious disease"	"29/359"	"238/8007"	7.71451036420654e-07	0.00056624506073276	0.000418207667112249	"10018/728/6346/6367/30835/29126/941/942/3576/2026/10211/3119/3329/3569/3687/3725/4048/4318/4814/64127/5468/26191/6622/7056/7099/3371/7124/54210/7422"	29
"M.APC.90min.1"	"DOID:0050338"	"primary bacterial infectious disease"	"5/9"	"238/8007"	2.54361966897198e-06	0.000639385182147018	0.000375884833993083	"3576/820/929/7056/4814"	5
"M.Neutr.36h.1"	"DOID:0050338"	"primary bacterial infectious disease"	"21/179"	"238/8007"	6.48547073590361e-08	2.17587543189566e-05	1.43704377885022e-05	"240/597/671/929/939/29126/952/3576/2209/1839/3240/3459/3678/4048/4282/64127/5468/5742/7099/7124/54210"	21
"M.Neutr.72h.1"	"DOID:0050338"	"primary bacterial infectious disease"	"64/1020"	"238/8007"	1.9806940746776e-09	8.15055611729831e-07	6.3799198615931e-07	"100/240/382/596/597/728/834/6347/6367/6348/6351/929/29126/952/941/942/1511/3576/3579/2026/2098/2209/2212/10211/51738/2739/1839/3105/3106/3240/3329/3383/3459/3552/3553/51135/3683/3687/3725/4048/23643/100507436/4282/4814/64127/5329/5468/639/5698/5742/5743/26191/29108/10572/6556/6890/7096/7097/7099/3371/7124/8717/54210/7431"	64
"M.Neutr.8h.1"	"DOID:0050338"	"primary bacterial infectious disease"	"13/103"	"238/8007"	1.01360917347182e-05	0.0027012684473024	0.00218726190064971	"240/929/939/29126/952/3576/1839/3240/3683/4814/5742/7099/54210"	13
"Musc.Skel.24h.1"	"DOID:0050338"	"primary bacterial infectious disease"	"43/496"	"238/8007"	1.15355997496192e-10	4.53349070160034e-08	2.48926099860204e-08	"240/348/671/728/6346/6347/6367/6351/1236/30835/29126/952/941/3576/7852/1673/2209/10211/51738/1839/3240/3383/3569/3683/3725/11127/23643/4322/4318/4790/4814/64127/5329/5468/5743/26191/5054/7056/7096/7124/7133/54210/7422"	43
"E.Corn.6h.1"	"DOID:120"	"female reproductive organ cancer"	"15/83"	"455/8007"	5.61836801375957e-05	0.00310883030094696	0.00243134054396613	"650/1051/1843/2353/10468/1839/3119/4254/5653/4170/10630/4070/7042/7057/1831"	15
"E.Pan.3d.1"	"DOID:120"	"female reproductive organ cancer"	"55/441"	"455/8007"	1.77665910214604e-08	1.89552021717087e-06	1.29873868916766e-06	"1026/10630/11145/1462/1490/1803/182/1831/2022/2034/2113/2119/2149/216/2277/2353/2719/290/329/3479/3486/3624/3717/3728/4193/4254/4311/4313/4314/4322/4440/4646/4792/5054/5058/5159/5243/5244/5328/5468/5734/5743/5915/595/627/6275/6615/6648/7052/7057/7078/7474/780/857/8869"	55
"E.Pan.7d.1"	"DOID:120"	"female reproductive organ cancer"	"83/886"	"455/8007"	1.90666635314723e-06	0.000218177106981562	0.000172603480390171	"10000/10418/10643/11186/1462/1490/1803/182/1831/1978/2022/2034/2113/2118/2119/214/2149/216/2348/2353/2719/2887/290/329/3356/3479/3485/3486/3572/3624/367/3685/3717/3728/378938/3925/4254/4282/4311/4313/4314/4321/4322/4440/4512/4524/4646/4792/5054/5058/51447/5156/5243/5244/5328/5468/57018/5734/5743/5915/5934/595/596/627/6275/6513/6615/6714/7042/7052/7057/7076/7078/7153/7421/7490/81/857/871/8826/896/9021/960"	83
"E.Pr.24h.1"	"DOID:120"	"female reproductive organ cancer"	"48/545"	"455/8007"	0.00139947507678924	0.00892689356277267	0.00512654115673878	"3123/7015/3206/6382/7124/8848/3117/1906/596/5268/6648/3732/4312/5054/367/8842/1978/6275/3479/1831/3291/4313/1839/634/4322/2353/2274/4254/820/4233/57016/1051/214/10011/1950/182/1956/2100/4851/3952/2348/50943/7849/834/3576/8519/5016/5055"	48
"E.Pr.24h.2"	"DOID:120"	"female reproductive organ cancer"	"58/504"	"455/8007"	1.27618622731613e-07	1.70302956947965e-05	1.18517470375687e-05	"3569/7057/1906/6318/1803/5268/5054/3725/63928/3283/4316/5743/4254/4318/3688/1030/7052/3589/4233/430/8869/3037/2887/3918/5653/648/1490/768/2068/10630/4322/2353/4615/51773/820/5734/3552/595/7534/3685/6317/2113/2149/7076/5915/1462/4255/1950/2119/657/1843/3486/857/3624/7849/780/1026/5055"	58
"E.Pr.24h.3"	"DOID:120"	"female reproductive organ cancer"	"22/180"	"455/8007"	0.000528184969589347	0.0129088406567636	0.00976308217472519	"1027/1366/22943/1906/1956/2149/2353/3486/3572/3685/3783/4288/4311/4313/10630/5329/5359/6095/6391/5054/6590/7153"	22
